Company,Catagory,Date,High,Low,Average,Standard Deviation
T-Mobile,Telecommunications,2018-05-01,61.189999,58.169998,59.6799985,2.135463186
T-Mobile,Telecommunications,2018-05-02,60.200001,55.549999,57.875,3.288047947
T-Mobile,Telecommunications,2018-05-03,57.080002,55.09,56.085001,1.407143909
T-Mobile,Telecommunications,2018-05-04,57.740002,55.830002,56.785002,1.350573952
T-Mobile,Telecommunications,2018-05-07,58,56.029999,57.0149995,1.393001066
T-Mobile,Telecommunications,2018-05-08,56.939999,55.43,56.1849995,1.067730532
T-Mobile,Telecommunications,2018-05-09,56.43,55.57,56,0.6081118318
T-Mobile,Telecommunications,2018-05-10,57.290001,56.169998,56.7299995,0.7919617162
T-Mobile,Telecommunications,2018-05-11,57.34,56.240002,56.790001,0.7778160451
T-Mobile,Telecommunications,2018-05-14,56.66,56.119999,56.3899995,0.3818383689
T-Mobile,Telecommunications,2018-05-15,57.029999,56,56.5149995,0.7283192775
T-Mobile,Telecommunications,2018-05-16,56.900002,56.259998,56.58,0.4525511684
T-Mobile,Telecommunications,2018-05-17,56.77,56.400002,56.585001,0.2616280948
T-Mobile,Telecommunications,2018-05-18,57.5,56.509998,57.004999,0.7000371276
T-Mobile,Telecommunications,2018-05-21,57.32,56.560001,56.9400005,0.5374004466
T-Mobile,Telecommunications,2018-05-22,57.599998,56.91,57.254999,0.4879022648
T-Mobile,Telecommunications,2018-05-23,57.279999,56.459999,56.869999,0.5798275606
T-Mobile,Telecommunications,2018-05-24,57.369999,56.860001,57.115,0.3606230442
T-Mobile,Telecommunications,2018-05-25,57.220001,56.580002,56.9000015,0.4525476329
T-Mobile,Telecommunications,2018-05-29,57.150002,55.98,56.565001,0.8273163482
T-Mobile,Telecommunications,2018-05-30,57.060001,56.200001,56.630001,0.6081118318
T-Mobile,Telecommunications,2018-05-31,56.259998,55.23,55.744999,0.7283185704
T-Mobile,Telecommunications,2018-06-01,57.049999,55.900002,56.4750005,0.813170677
T-Mobile,Telecommunications,2018-06-04,57.439999,56.619999,57.029999,0.5798275606
T-Mobile,Telecommunications,2018-06-05,57.59,56.880001,57.2350005,0.5020451075
T-Mobile,Telecommunications,2018-06-06,57.630001,56.900002,57.2650015,0.5161872432
T-Mobile,Telecommunications,2018-06-07,58.200001,57.5,57.8500005,0.4949754539
T-Mobile,Telecommunications,2018-06-08,57.970001,56.98,57.4750005,0.7000364205
T-Mobile,Telecommunications,2018-06-11,58.18,57.41,57.795,0.5444722215
T-Mobile,Telecommunications,2018-06-12,58.23,57.759998,57.994999,0.3323416014
T-Mobile,Telecommunications,2018-06-13,59.09,58.380001,58.7350005,0.5020451075
T-Mobile,Telecommunications,2018-06-14,59.700001,58.599998,59.1499995,0.7778195806
T-Mobile,Telecommunications,2018-06-15,60.080002,59.369999,59.7250005,0.502047936
T-Mobile,Telecommunications,2018-06-18,60.470001,59.23,59.8500005,0.8768131158
T-Mobile,Telecommunications,2018-06-19,60.880001,59.43,60.1550005,1.02530554
T-Mobile,Telecommunications,2018-06-20,60.73,60.07,60.4,0.4666904756
T-Mobile,Telecommunications,2018-06-21,60.700001,59.459999,60.08,0.8768138229
T-Mobile,Telecommunications,2018-06-22,61.16,60.07,60.615,0.7707463915
T-Mobile,Telecommunications,2018-06-25,60.900002,59.470001,60.1850015,1.011163404
T-Mobile,Telecommunications,2018-06-26,59.759998,58.82,59.289999,0.6646789601
T-Mobile,Telecommunications,2018-06-27,60.470001,59.18,59.8250005,0.9121684548
T-Mobile,Telecommunications,2018-06-28,60.200001,58.68,59.4400005,1.074803015
T-Mobile,Telecommunications,2018-06-29,60.040001,59.470001,59.755001,0.4030508653
T-Mobile,Telecommunications,2018-07-02,59.959999,59.040001,59.5,0.6505368245
T-Mobile,Telecommunications,2018-07-03,59.860001,58.91,59.3850005,0.6717521492
T-Mobile,Telecommunications,2018-07-05,60.119999,59.209999,59.664999,0.6434671709
T-Mobile,Telecommunications,2018-07-06,61.369999,59.900002,60.6350005,1.039444847
T-Mobile,Telecommunications,2018-07-09,61.610001,60.650002,61.1300015,0.6788218028
T-Mobile,Telecommunications,2018-07-10,61.509998,60.98,61.244999,0.3747651798
T-Mobile,Telecommunications,2018-07-11,60.959999,59.810001,60.385,0.8131713842
T-Mobile,Telecommunications,2018-07-12,61.619999,60.009998,60.8149985,1.138442625
T-Mobile,Telecommunications,2018-07-13,61.810001,60.970001,61.390001,0.5939696962
T-Mobile,Telecommunications,2018-07-16,62.09,61.509998,61.799999,0.4101233473
T-Mobile,Telecommunications,2018-07-17,61.990002,61.099998,61.545,0.6293278637
T-Mobile,Telecommunications,2018-07-18,61.490002,60.490002,60.990002,0.7071067812
T-Mobile,Telecommunications,2018-07-19,60.380001,59.23,59.8050005,0.8131735055
T-Mobile,Telecommunications,2018-07-20,59.610001,59.07,59.3400005,0.3818383689
T-Mobile,Telecommunications,2018-07-23,59.23,58.32,58.775,0.6434671709
T-Mobile,Telecommunications,2018-07-24,59.099998,57.889999,58.4949985,0.8555984981
T-Mobile,Telecommunications,2018-07-25,59.32,58.509998,58.914999,0.572757907
T-Mobile,Telecommunications,2018-07-26,59.799999,58.889999,59.344999,0.6434671709
T-Mobile,Telecommunications,2018-07-27,60.669998,59.290001,59.9799995,0.9758052367
T-Mobile,Telecommunications,2018-07-30,60.740002,59.5,60.120001,0.8768138229
T-Mobile,Telecommunications,2018-07-31,60.200001,59.48,59.8400005,0.5091175896
T-Mobile,Telecommunications,2018-08-01,60.169998,59.139999,59.6549985,0.7283192775
T-Mobile,Telecommunications,2018-08-02,62.240002,60,61.120001,1.583920604
T-Mobile,Telecommunications,2018-08-03,62.259998,61.110001,61.6849995,0.813170677
T-Mobile,Telecommunications,2018-08-06,66.400002,61.580002,63.990002,3.408254685
T-Mobile,Telecommunications,2018-08-07,66.339996,65.129997,65.7349965,0.8555984981
T-Mobile,Telecommunications,2018-08-08,65.650002,64.459999,65.0550005,0.8414591909
T-Mobile,Telecommunications,2018-08-09,65.739998,64.839996,65.289997,0.6363975173
T-Mobile,Telecommunications,2018-08-10,65.199997,64.059998,64.6299975,0.8061010234
T-Mobile,Telecommunications,2018-08-13,65.800003,64.529999,65.165001,0.8980284405
T-Mobile,Telecommunications,2018-08-14,66.440002,65.660004,66.050003,0.5515418751
T-Mobile,Telecommunications,2018-08-15,65.900002,65.040001,65.4700015,0.6081125389
T-Mobile,Telecommunications,2018-08-16,66.209999,65.550003,65.880001,0.4666876472
T-Mobile,Telecommunications,2018-08-17,66.059998,65.550003,65.8050005,0.3606209229
T-Mobile,Telecommunications,2018-08-20,66.239998,65.5,65.869999,0.5232576039
T-Mobile,Telecommunications,2018-08-21,66.639999,65.769997,66.204998,0.6151843138
T-Mobile,Telecommunications,2018-08-22,66.410004,65.519997,65.9650005,0.629329985
T-Mobile,Telecommunications,2018-08-23,65.900002,65.18,65.540001,0.5091182967
T-Mobile,Telecommunications,2018-08-24,65.93,65.169998,65.549999,0.5374025679
T-Mobile,Telecommunications,2018-08-27,65.940002,65.199997,65.5699995,0.5232625536
T-Mobile,Telecommunications,2018-08-28,66.089996,65.410004,65.75,0.4808269544
T-Mobile,Telecommunications,2018-08-29,66.489998,65.510002,66,0.6929618171
T-Mobile,Telecommunications,2018-08-30,66.360001,65.330002,65.8450015,0.7283192775
T-Mobile,Telecommunications,2018-08-31,66.379997,65.699997,66.039997,0.4808326112
T-Mobile,Telecommunications,2018-09-04,66.300003,65.529999,65.915001,0.5444750499
T-Mobile,Telecommunications,2018-09-05,66.029999,65.43,65.7299995,0.4242633616
T-Mobile,Telecommunications,2018-09-06,65.959999,65.370003,65.665001,0.4171901725
T-Mobile,Telecommunications,2018-09-07,65.639999,64.07,64.8549995,1.110156939
T-Mobile,Telecommunications,2018-09-10,65.800003,64.589996,65.1949995,0.855604155
T-Mobile,Telecommunications,2018-09-11,66.019997,65.239998,65.6299975,0.5515425822
T-Mobile,Telecommunications,2018-09-12,68.32,65.620003,66.9700015,1.909186188
T-Mobile,Telecommunications,2018-09-13,68.709999,67.370003,68.040001,0.9475202584
T-Mobile,Telecommunications,2018-09-14,68.650002,67.900002,68.275002,0.5303300859
T-Mobile,Telecommunications,2018-09-17,68.18,67.32,67.75,0.6081118318
T-Mobile,Telecommunications,2018-09-18,68.580002,67.080002,67.830002,1.060660172
T-Mobile,Telecommunications,2018-09-19,68.870003,67.720001,68.295002,0.8131742126
T-Mobile,Telecommunications,2018-09-20,69.150002,68.339996,68.744999,0.5727607354
T-Mobile,Telecommunications,2018-09-21,69.769997,68.889999,69.329998,0.6222525532
T-Mobile,Telecommunications,2018-09-24,69.339996,68.5,68.919998,0.5939668678
T-Mobile,Telecommunications,2018-09-25,69.550003,68.559998,69.0550005,0.7000392489
T-Mobile,Telecommunications,2018-09-26,69.489998,68.690002,69.09,0.5656825965
T-Mobile,Telecommunications,2018-09-27,70.629997,68.870003,69.75,1.244503692
T-Mobile,Telecommunications,2018-09-28,70.879997,69.980003,70.43,0.6363918604
T-Mobile,Telecommunications,2018-10-01,70.940002,69.970001,70.4550015,0.6858942849
T-Mobile,Telecommunications,2018-10-02,70.580002,69.57,70.075001,0.7141792632
T-Mobile,Telecommunications,2018-10-03,69.980003,68.75,69.3650015,0.8697434622
T-Mobile,Telecommunications,2018-10-04,68.989998,68.260002,68.625,0.5161851218
T-Mobile,Telecommunications,2018-10-05,69.730003,68.120003,68.925003,1.138441918
T-Mobile,Telecommunications,2018-10-08,69.239998,68.029999,68.6349985,0.8555984981
T-Mobile,Telecommunications,2018-10-09,69.349998,68.239998,68.794998,0.7848885271
T-Mobile,Telecommunications,2018-10-10,69.050003,66.550003,67.800003,1.767766953
T-Mobile,Telecommunications,2018-10-11,67.709999,66.010002,66.8600005,1.202079407
T-Mobile,Telecommunications,2018-10-12,68.599998,66.839996,67.719997,1.244509349
T-Mobile,Telecommunications,2018-10-15,68.660004,67.580002,68.120003,0.7636767379
T-Mobile,Telecommunications,2018-10-16,69.129997,67.559998,68.3449975,1.110156939
T-Mobile,Telecommunications,2018-10-17,69.660004,68.580002,69.120003,0.7636767379
T-Mobile,Telecommunications,2018-10-18,69.690002,68.330002,69.010002,0.9616652224
T-Mobile,Telecommunications,2018-10-19,70.139999,69.209999,69.674999,0.6576093065
T-Mobile,Telecommunications,2018-10-22,70.209999,69.419998,69.8149985,0.5586150642
T-Mobile,Telecommunications,2018-10-23,69.769997,67.790001,68.779999,1.400068598
T-Mobile,Telecommunications,2018-10-24,69.370003,65.589996,67.4799995,2.672868583
T-Mobile,Telecommunications,2018-10-25,67,65.099998,66.049999,1.343504298
T-Mobile,Telecommunications,2018-10-26,65.559998,64.279999,64.9199985,0.9050959728
T-Mobile,Telecommunications,2018-10-29,66.660004,63.48,65.070002,2.248602393
T-Mobile,Telecommunications,2018-10-30,65.489998,63.610001,64.5499995,1.329358627
T-Mobile,Telecommunications,2018-10-31,69.599998,67.25,68.424999,1.661699522
T-Mobile,Telecommunications,2018-11-01,69.599998,68.610001,69.1049995,0.7000335921
T-Mobile,Telecommunications,2018-11-02,69.449997,67.550003,68.5,1.343498642
T-Mobile,Telecommunications,2018-11-05,69.669998,68.57,69.119999,0.7778160451
T-Mobile,Telecommunications,2018-11-06,69.279999,68.269997,68.774998,0.7141792632
T-Mobile,Telecommunications,2018-11-07,70.779999,69.050003,69.915001,1.223291903
T-Mobile,Telecommunications,2018-11-08,70.75,69.519997,70.1349985,0.8697434622
T-Mobile,Telecommunications,2018-11-09,69.699997,67.980003,68.84,1.216219421
T-Mobile,Telecommunications,2018-11-12,69.160004,67.779999,68.4700015,0.9758108936
T-Mobile,Telecommunications,2018-11-13,69.410004,68.260002,68.835003,0.8131742126
T-Mobile,Telecommunications,2018-11-14,69.220001,67.550003,68.385002,1.18086691
T-Mobile,Telecommunications,2018-11-15,68.360001,67.550003,67.955002,0.5727550785
T-Mobile,Telecommunications,2018-11-16,69.699997,67,68.3499985,1.909186188
T-Mobile,Telecommunications,2018-11-19,69.599998,67.919998,68.759998,1.187939392
T-Mobile,Telecommunications,2018-11-20,67.779999,66.209999,66.994999,1.110157646
T-Mobile,Telecommunications,2018-11-21,67.510002,66.629997,67.0699995,0.622257503
T-Mobile,Telecommunications,2018-11-23,67.459999,66.080002,66.7700005,0.9758052367
T-Mobile,Telecommunications,2018-11-26,67.889999,67.18,67.5349995,0.5020451075
T-Mobile,Telecommunications,2018-11-27,68.120003,66.940002,67.5300025,0.8343867089
T-Mobile,Telecommunications,2018-11-28,68.980003,67.510002,68.2450025,1.039447675
T-Mobile,Telecommunications,2018-11-29,68.940002,68.080002,68.510002,0.6081118318
T-Mobile,Telecommunications,2018-11-30,69.209999,68.080002,68.6450005,0.7990285414
T-Mobile,Telecommunications,2018-12-03,69.019997,66.970001,67.994999,1.449566073
T-Mobile,Telecommunications,2018-12-04,68.540001,65.470001,67.005001,2.170817818
T-Mobile,Telecommunications,2018-12-06,67.550003,65.019997,66.285,1.788984399
T-Mobile,Telecommunications,2018-12-07,68.470001,65.370003,66.920002,2.192029607
T-Mobile,Telecommunications,2018-12-10,65.959999,64.339996,65.1499975,1.145515107
T-Mobile,Telecommunications,2018-12-11,67.339996,65.440002,66.389999,1.343498642
T-Mobile,Telecommunications,2018-12-12,67.080002,66.059998,66.57,0.7212517452
T-Mobile,Telecommunications,2018-12-13,66.849998,65.470001,66.1599995,0.9758052367
T-Mobile,Telecommunications,2018-12-14,66.690002,65.389999,66.0400005,0.9192409369
T-Mobile,Telecommunications,2018-12-17,65.940002,64.279999,65.1100005,1.173799378
T-Mobile,Telecommunications,2018-12-18,65.629997,63.950001,64.789999,1.187936564
T-Mobile,Telecommunications,2018-12-19,66.57,64.480003,65.5250015,1.477851051
T-Mobile,Telecommunications,2018-12-20,65.309998,63.41,64.359999,1.34350147
Adidas,manufacturing,2017-12-20,101.660004,100.93,101.295002,0.5161907787
Adidas,manufacturing,2017-12-21,101.419998,100.400002,100.91,0.7212460884
Adidas,manufacturing,2017-12-22,100.910004,100.089996,100.5,0.5798332174
Adidas,manufacturing,2017-12-26,101.620003,100.379997,101,0.8768166513
Adidas,manufacturing,2017-12-27,101.349998,100.879997,101.1149975,0.3323408943
Adidas,manufacturing,2017-12-28,101.300003,100.389999,100.845001,0.6434699993
Adidas,manufacturing,2017-12-29,100.389999,99.769997,100.079998,0.4384076185
Adidas,manufacturing,2018-01-02,100.809998,99.589996,100.199997,0.8626716873
Adidas,manufacturing,2018-01-03,101.190002,100.300003,100.7450025,0.6293243281
Adidas,manufacturing,2018-01-04,103.699997,102.650002,103.1749995,0.7424585847
Adidas,manufacturing,2018-01-05,103.980003,103.330002,103.6550025,0.4596201149
Adidas,manufacturing,2018-01-08,103.580002,103.239998,103.41,0.240419134
Adidas,manufacturing,2018-01-09,101.32,100.68,101,0.45254834
Adidas,manufacturing,2018-01-10,100.910004,100.25,100.580002,0.466693304
Adidas,manufacturing,2018-01-11,100.769997,99.959999,100.364998,0.5727550785
Adidas,manufacturing,2018-01-12,103.279999,102.150002,102.7150005,0.7990285414
Adidas,manufacturing,2018-01-16,103.919998,102.82,103.369999,0.7778160451
Adidas,manufacturing,2018-01-17,102.919998,101.970001,102.4449995,0.6717493208
Adidas,manufacturing,2018-01-18,104.830002,104.220001,104.5250015,0.4313358436
Adidas,manufacturing,2018-01-19,111.970001,109.519997,110.744999,1.732414442
Adidas,manufacturing,2018-01-22,112.419998,111.57,111.994999,0.6010393498
Adidas,manufacturing,2018-01-23,114.25,113.43,113.84,0.5798275606
Adidas,manufacturing,2018-01-24,115.809998,114.480003,115.1450005,0.9404484834
Adidas,manufacturing,2018-01-25,114.559998,113.160004,113.860001,0.989945251
Adidas,manufacturing,2018-01-26,115.07,114.019997,114.5449985,0.7424642416
Adidas,manufacturing,2018-01-29,114.330002,113.620003,113.9750025,0.5020451075
Adidas,manufacturing,2018-01-30,114.870003,114.290001,114.580002,0.4101233473
Adidas,manufacturing,2018-01-31,116.839996,115.940002,116.389999,0.6363918604
Adidas,manufacturing,2018-02-01,114.870003,113.860001,114.365002,0.7141792632
Adidas,manufacturing,2018-02-02,113.730003,111.589996,112.6599995,1.513213461
Adidas,manufacturing,2018-02-05,111.160004,106.360001,108.7600025,3.394114671
Adidas,manufacturing,2018-02-06,110.209999,107.190002,108.7000005,2.135460358
Adidas,manufacturing,2018-02-07,113.309998,111.459999,112.3849985,1.308146838
Adidas,manufacturing,2018-02-08,112.040001,108.5,110.2700005,2.503158713
Adidas,manufacturing,2018-02-09,109.709999,106.129997,107.919998,2.531443691
Adidas,manufacturing,2018-02-12,109.970001,109.050003,109.510002,0.6505368245
Adidas,manufacturing,2018-02-13,109.43,108.419998,108.924999,0.7141792632
Adidas,manufacturing,2018-02-14,111.25,107.779999,109.5149995,2.453661238
Adidas,manufacturing,2018-02-15,111.459999,110.040001,110.75,1.004090215
Adidas,manufacturing,2018-02-16,112.849998,111.260002,112.055,1.124296954
Adidas,manufacturing,2018-02-20,113.199997,112.120003,112.66,0.763671081
Adidas,manufacturing,2018-02-21,111.949997,110.32,111.1349985,1.152581932
Adidas,manufacturing,2018-02-22,111.470001,110.489998,110.9799995,0.6929667669
Adidas,manufacturing,2018-02-23,112.290001,111.379997,111.834999,0.6434699993
Adidas,manufacturing,2018-02-26,112.339996,111.599998,111.969997,0.5232576039
Adidas,manufacturing,2018-02-27,112.010002,110.699997,111.3549995,0.9263134189
Adidas,manufacturing,2018-02-28,112.379997,110.82,111.5999985,1.103084457
Adidas,manufacturing,2018-03-01,108.730003,106.169998,107.4500005,1.810196895
Adidas,manufacturing,2018-03-02,107.339996,105.629997,106.4849965,1.209151889
Adidas,manufacturing,2018-03-05,108.739998,107.089996,107.914997,1.166727603
Adidas,manufacturing,2018-03-06,108.459999,107.650002,108.0550005,0.5727543714
Adidas,manufacturing,2018-03-07,108.82,107.93,108.375,0.6293250353
Adidas,manufacturing,2018-03-08,109.440002,107.5,108.470001,1.37178857
Adidas,manufacturing,2018-03-09,107.260002,106.699997,106.9799995,0.395983333
Adidas,manufacturing,2018-03-12,106.589996,105.339996,105.964996,0.8838834765
Adidas,manufacturing,2018-03-13,107.160004,104.160004,105.660004,2.121320344
Adidas,manufacturing,2018-03-14,117.580002,116,116.790001,1.117230128
Adidas,manufacturing,2018-03-15,119.559998,117.5,118.529999,1.456638555
Adidas,manufacturing,2018-03-16,120.699997,119.290001,119.994999,0.997017733
Adidas,manufacturing,2018-03-19,119.279999,118.220001,118.75,0.7495317738
Adidas,manufacturing,2018-03-20,119.669998,119.18,119.424999,0.3464809086
Adidas,manufacturing,2018-03-21,122,120.980003,121.4900015,0.7212467955
Adidas,manufacturing,2018-03-22,121.510002,120.389999,120.9500005,0.7919617162
Adidas,manufacturing,2018-03-23,122.400002,119.650002,121.025002,1.944543648
Adidas,manufacturing,2018-03-26,121.980003,119.610001,120.795002,1.675844486
Adidas,manufacturing,2018-03-27,120.93,118.830002,119.880001,1.484922826
Adidas,manufacturing,2018-03-28,119.919998,118.580002,119.25,0.9475202584
Adidas,manufacturing,2018-03-29,122,120.639999,121.3199995,0.9616659295
Adidas,manufacturing,2018-04-02,121.75,119.349998,120.549999,1.697057689
Adidas,manufacturing,2018-04-03,121.269997,119.660004,120.4650005,1.138436968
Adidas,manufacturing,2018-04-04,122.959999,120,121.4799995,2.093035365
Adidas,manufacturing,2018-04-05,125.199997,124.300003,124.75,0.6363918604
Adidas,manufacturing,2018-04-06,125.730003,124.07,124.9000015,1.173799378
Adidas,manufacturing,2018-04-09,125.419998,123.879997,124.6499975,1.08894515
Adidas,manufacturing,2018-04-10,127.150002,126.230003,126.6900025,0.6505375316
Adidas,manufacturing,2018-04-11,128.289993,127.18,127.7349965,0.7848835774
Adidas,manufacturing,2018-04-12,129.809998,128.399994,129.104996,0.9970233899
Adidas,manufacturing,2018-04-13,130.25,129.330002,129.790001,0.6505368245
Adidas,manufacturing,2018-04-16,130.779999,127.849998,129.3149985,2.071823576
Adidas,manufacturing,2018-04-17,132.25,131.550003,131.9000015,0.4949726255
Adidas,manufacturing,2018-04-18,133.009995,132.070007,132.540001,0.664671889
Adidas,manufacturing,2018-04-19,131.479996,129.449997,130.4649965,1.435426059
Adidas,manufacturing,2018-04-20,130.380005,128.770004,129.5750045,1.138442625
Adidas,manufacturing,2018-04-23,129.429993,128.490005,128.959999,0.664671889
Adidas,manufacturing,2018-04-24,125.419998,123.68,124.549999,1.230364385
Adidas,manufacturing,2018-04-25,123.57,122.699997,123.1349985,0.615185021
Adidas,manufacturing,2018-04-26,123.580002,122.489998,123.035,0.7707492199
Adidas,manufacturing,2018-04-27,124.300003,123.419998,123.8600005,0.622257503
Adidas,manufacturing,2018-04-30,123.639999,122.610001,123.125,0.7283185704
Adidas,manufacturing,2018-05-01,122.68,121.730003,122.2050015,0.6717493208
Adidas,manufacturing,2018-05-02,124.559998,123.059998,123.809998,1.060660172
Adidas,manufacturing,2018-05-03,119.650002,115.370003,117.5100025,3.026416316
Adidas,manufacturing,2018-05-04,115.360001,113.82,114.5900005,1.08894515
Adidas,manufacturing,2018-05-07,116.669998,115.620003,116.1450005,0.7424585847
Adidas,manufacturing,2018-05-08,115.440002,114.720001,115.0800015,0.5091175896
Adidas,manufacturing,2018-05-09,113.809998,112.720001,113.2649995,0.7707442702
Adidas,manufacturing,2018-05-10,114.230003,112.830002,113.5300025,0.9899502008
Adidas,manufacturing,2018-05-11,113.540001,112.849998,113.1949995,0.4879058003
Adidas,manufacturing,2018-05-14,113.809998,112.730003,113.2700005,0.7636717881
Adidas,manufacturing,2018-05-15,112.489998,111.209999,111.8499985,0.9050959728
Adidas,manufacturing,2018-05-16,114.839996,113.82,114.329998,0.7212460884
Adidas,manufacturing,2018-05-17,115.32,114.690002,115.005001,0.4454758579
Adidas,manufacturing,2018-05-18,115.199997,114.730003,114.965,0.3323359445
Adidas,manufacturing,2018-05-21,115.980003,115,115.4900015,0.6929667669
Adidas,manufacturing,2018-05-22,115.830002,114.970001,115.4000015,0.6081125389
Adidas,manufacturing,2018-05-23,114.220001,112.449997,113.334999,1.251581831
Adidas,manufacturing,2018-05-24,114.419998,113.300003,113.8600005,0.7919560594
Adidas,manufacturing,2018-05-25,113.720001,112.5,113.1100005,0.8626709802
Adidas,manufacturing,2018-05-29,112.540001,110.25,111.3950005,1.619275236
Adidas,manufacturing,2018-05-30,115.43,113.389999,114.4099995,1.442498541
Adidas,manufacturing,2018-05-31,114.010002,112.589996,113.299999,1.004095872
Adidas,manufacturing,2018-06-01,114.480003,112.720001,113.600002,1.244509349
Adidas,manufacturing,2018-06-04,114.529999,113.650002,114.0900005,0.6222518461
Adidas,manufacturing,2018-06-05,115.82,114.75,115.285,0.7566042559
Adidas,manufacturing,2018-06-06,120.580002,117.879997,119.2299995,1.909191845
Adidas,manufacturing,2018-06-07,117.410004,116.029999,116.7200015,0.9758108936
Adidas,manufacturing,2018-06-08,117.830002,117.010002,117.420002,0.5798275606
Adidas,manufacturing,2018-06-11,117.690002,116.860001,117.2750015,0.5868993355
Adidas,manufacturing,2018-06-12,116.790001,115.279999,116.035,1.067732654
Adidas,manufacturing,2018-06-13,115.5,114.300003,114.9000015,0.8485260161
Adidas,manufacturing,2018-06-14,116.32,115.529999,115.9249995,0.5586150642
Adidas,manufacturing,2018-06-15,117.019997,115.75,116.3849985,0.8980234908
Adidas,manufacturing,2018-06-18,113.519997,112.370003,112.945,0.8131685557
Adidas,manufacturing,2018-06-19,110.339996,109.400002,109.869999,0.6646761317
Adidas,manufacturing,2018-06-20,109.860001,108.690002,109.2750015,0.8273142269
Adidas,manufacturing,2018-06-21,111.82,109.889999,110.8549995,1.364716795
Adidas,manufacturing,2018-06-22,111.769997,110.330002,111.0499995,1.018230229
Adidas,manufacturing,2018-06-25,110.809998,109.169998,109.989998,1.159655121
Adidas,manufacturing,2018-06-26,110.019997,108.800003,109.41,0.8626660304
Adidas,manufacturing,2018-06-27,110.610001,108.290001,109.450001,1.640487732
Adidas,manufacturing,2018-06-28,106.900002,106.099998,106.5,0.5656882534
Adidas,manufacturing,2018-06-29,109.809998,108.779999,109.2949985,0.7283192775
Adidas,manufacturing,2018-07-02,107.43,106.5,106.965,0.6576093065
Adidas,manufacturing,2018-07-03,108.43,107.629997,108.0299985,0.5656875463
Adidas,manufacturing,2018-07-05,106.75,105.629997,106.1899985,0.7919617162
Adidas,manufacturing,2018-07-06,107,106.470001,106.7350005,0.3747658869
Adidas,manufacturing,2018-07-09,107.260002,106.800003,107.0300025,0.3252684122
Adidas,manufacturing,2018-07-10,108.75,107.860001,108.3050005,0.6293243281
Adidas,manufacturing,2018-07-11,107.669998,106.550003,107.1100005,0.7919560594
Adidas,manufacturing,2018-07-12,108.550003,107.150002,107.8500025,0.9899502008
Adidas,manufacturing,2018-07-13,110.050003,109.300003,109.675003,0.5303300859
Adidas,manufacturing,2018-07-16,110.610001,109.940002,110.2750015,0.4737608363
Adidas,manufacturing,2018-07-17,109.099998,108.580002,108.84,0.3676926978
Adidas,manufacturing,2018-07-18,110.339996,109.889999,110.1149975,0.3181959302
Adidas,manufacturing,2018-07-19,110.470001,109.650002,110.0600015,0.5798268535
Adidas,manufacturing,2018-07-20,111.269997,110.5,110.8849985,0.5444701002
Adidas,manufacturing,2018-07-23,111.279999,110.580002,110.9300005,0.4949726255
Adidas,manufacturing,2018-07-24,112,110.959999,111.4799995,0.7353917595
Adidas,manufacturing,2018-07-25,112.349998,109.919998,111.134998,1.718269478
Adidas,manufacturing,2018-07-26,109.690002,108.559998,109.125,0.7990334912
Adidas,manufacturing,2018-07-27,110.459999,109.550003,110.005001,0.6434643425
Adidas,manufacturing,2018-07-30,111.110001,110.389999,110.75,0.5091182967
Adidas,manufacturing,2018-07-31,111.120003,110.510002,110.8150025,0.4313358436
Adidas,manufacturing,2018-08-01,110.040001,109.279999,109.66,0.5374025679
Adidas,manufacturing,2018-08-02,107.989998,107.089996,107.539997,0.6363975173
Adidas,manufacturing,2018-08-03,110.139999,108.690002,109.4150005,1.025302711
Adidas,manufacturing,2018-08-06,108.989998,108.440002,108.715,0.3889059012
Adidas,manufacturing,2018-08-07,110.199997,109.779999,109.989998,0.2969834339
Adidas,manufacturing,2018-08-08,110.839996,109.690002,110.264999,0.8131685557
Adidas,manufacturing,2018-08-09,121.910004,119.800003,120.8550035,1.491996015
Adidas,manufacturing,2018-08-10,118.25,116.779999,117.5149995,1.039447675
Adidas,manufacturing,2018-08-13,119.489998,118.610001,119.0499995,0.6222518461
Adidas,manufacturing,2018-08-14,119.5,118.190002,118.845001,0.9263084691
Adidas,manufacturing,2018-08-15,117.309998,116.089996,116.699997,0.8626716873
Adidas,manufacturing,2018-08-16,118.93,118.099998,118.514999,0.5869000426
Adidas,manufacturing,2018-08-17,118.860001,117.239998,118.0499995,1.145515107
Adidas,manufacturing,2018-08-20,120.290001,119.559998,119.9249995,0.5161900716
Adidas,manufacturing,2018-08-21,122.139999,121.089996,121.6149975,0.7424642416
Adidas,manufacturing,2018-08-22,122.279999,121.660004,121.9700015,0.4384026688
Adidas,manufacturing,2018-08-23,123.550003,122.139999,122.845001,0.9970233899
Adidas,manufacturing,2018-08-24,124.669998,123.279999,123.9749985,0.9828777187
Adidas,manufacturing,2018-08-27,126.160004,125.379997,125.7700005,0.5515482391
Adidas,manufacturing,2018-08-28,127.459999,126,126.7299995,1.032375193
Adidas,manufacturing,2018-08-29,125.730003,124.25,124.9900015,1.046520157
Adidas,manufacturing,2018-08-30,125.800003,124.559998,125.1800005,0.8768159442
Adidas,manufacturing,2018-08-31,125.339996,123.870003,124.6049995,1.039442019
Adidas,manufacturing,2018-09-04,122.410004,121.650002,122.030003,0.5374025679
Adidas,manufacturing,2018-09-05,121.650002,119.970001,120.8100015,1.1879401
